[-0.6965153275576388, -12.34272870214275, 14.49394406584277]
[-0.7283687437600711, -12.36543312021259, 14.47301083820028]
[-0.7664334808935289, -12.34280678250294, 14.49034852752566]
[-6.404616102226466, -3.518205314721008, 17.59277192333744]
[-4.903051033429858, -3.918211135798118, 17.98638963380061]
[-14.43755804747496, -3.767172991713371, 11.84347184217097]
[-3.709997015007004, -4.186582035342619, 18.21018816514496]
[-2.176667944230016, -4.392296173158567, 18.40848584180183]
[1.645752662004459, -3.019838911449677, 18.73698404558214]
[-13.03382562813571, -4.890337584526583, 13.00409503982185]
[-14.42571585805312, -4.388154038465417, 11.6423934874842]
[-nan, -nan, -nan]
[-9.74090981766556, -6.921862199475697, 14.8359360882816]
[-11.76449776129242, -5.368008097565808, 13.98869477431736]
[-13.69849403763241, -5.252143206430963, 12.15190325998732]
[-14.05550228220779, 4.80374650165488, 11.92767266245558]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-5.043379002821925, -6.357124099700275, 17.23524880629534]
[-6.980462775816094, -6.467846333396365, 16.50280592029783]
[-9.087970502405224, -6.657458026091789, 15.36195120348449]
[-11.13484526830791, -5.13883022945003, 14.57772769411377]
[-12.9861476179391, -5.217296297277851, 12.92448410542972]
[-15.04564370913776, -2.046065680045131, 11.50411755027845]
[-15.3267043993496, -0.676512025670003, 11.29322645367928]
[-13.38318392598697, 4.991230328664398, 12.60478114881114]
[9.641990838543014, 2.023649907002096, 16.30458075889543]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-4.616117338707329, -6.236705447633786, 17.39820294957903]
[-6.608411936564447, -6.390254761320186, 16.68520409710643]
[-8.738407714571618, -6.610895857037128, 15.58328548738438]
[-10.85008239943334, -5.119354665233613, 14.79764912873182]
[-12.7552755794313, -5.209248594531983, 13.15557577505182]
[-13.90810758870508, 2.538277508757971, 12.76809267625896]
[-13.1605446382387, 4.993419540233276, 12.83621151742769]
[9.321393836117073, 1.798103097521909, 16.51608132102409]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-4.523903281366493, -6.345106791094755, 17.38322233967122]
[-6.501425026159711, -6.511330193595624, 16.68042420741134]
[-8.668017119340558, -6.753459997399323, 15.56145100182969]
[-10.78138751083263, -5.242790361248772, 14.80463888682393]
[-12.69700599657423, -5.365738953362167, 13.14904499221635]
[-13.90478853953749, 2.462429059196323, 12.78654757153675]
[-13.12585030248556, 4.924916028111687, 12.89805240928988]
[9.120222970975895, 1.627815383587271, 16.64554745379797]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-4.364638880093398, -6.283542735185886, 17.44618921545533]
[-6.388985211843024, -6.462123122321833, 16.74288901936594]
[-8.562155553480125, -6.716798305867179, 15.63574791291767]
[-10.70108881749087, -5.217673293207697, 14.87162007064191]
[-12.63018521691063, -5.33871720783274, 13.22418314911446]
[-13.82837274802845, 2.524658377505444, 12.85708782028325]
[-13.00846397053214, 4.983118850746597, 12.9942637977956]
[-11.32524642426321, 5.774340278475385, 14.18796277758333]
[-9.940569911988145, 6.604214026987561, 14.84829710473955]
[9.126820870440636, 1.675903952523855, 16.63715681060932]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-4.446133330342996, -6.509847532083198, 17.34232635830163]
[-6.436249662015435, -6.68795392550864, 16.63575855133994]
[-8.630235437281403, -6.955485017461008, 15.49331354065255]
[-15.2927708360378, 0.791776248489666, 11.33167024444143]
[-13.97889679280041, 2.381225231437158, 12.7209555794131]
[-13.18832185946466, 4.884056391592006, 12.84977274876548]
[-11.49815860717186, 5.69121890178933, 14.08207641139032]
[-10.12007434167896, 6.542015422007265, 14.75427495802862]
[9.070757036947922, 1.655129917248962, 16.66986537839125]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-0.9468653237186802, -5.326732808456763, 18.26559234314752]
[-2.933323433966769, -6.707343550414874, 17.58720148654838]
[-4.43589603265742, -6.61506224649726, 17.30509398594589]
[-6.482425460457649, -6.818377884012515, 16.56473311527896]
[-8.666444011515612, -7.085473802374133, 15.41399718409001]
[-15.35460199740348, 0.7790604164400308, 11.2486338001052]
[-13.22743805918934, 4.899737064575515, 12.80351354466165]
[-11.54448409586148, 5.700351381410232, 14.0404195481779]
[-10.15607366167577, 6.568026741404577, 14.71793778023302]
[9.013772406116518, 1.619463943139761, 16.70424327970599]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-0.9536967671988164, -5.382628221960765, 18.24884313868652]
[-2.979558486027121, -6.804535873016246, 17.54203587903008]
[-4.501241302978788, -6.719987492239548, 17.24769824749093]
[-6.544254172745011, -6.908897201446671, 16.50279905901881]
[-8.76961918675789, -7.183184907374823, 15.31006642394834]
[-15.28727698470738, -1.443972139623033, 11.27460007507266]
[-15.49255158747379, 0.8211528982069514, 11.05482036159927]
[-13.30257940105094, 5.005069493354202, 12.68436678141366]
[-11.61713813210644, 5.832316412418712, 13.92582805024497]
[-10.17595980123891, 6.689243288336952, 14.6494493532354]
[9.003848136956265, 1.60779805642027, 16.71072123328016]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.106569683557452, -5.480658701746296, 18.21099623113475]
[-3.127670984103005, -6.912168531565609, 17.47404075783373]
[-4.684904529775042, -6.811591819449589, 17.16264508845011]
[-6.754597084057365, -6.997342260421977, 16.38032721048504]
[-8.97247340118885, -7.246680053272907, 15.16188805098017]
[-15.50628066639457, -1.358590470992377, 10.98234910331695]
[-15.69889616450934, 0.9295579771295051, 10.75095722171327]
[-13.46083806381487, 5.204234629787473, 12.4348011861016]
[-11.75583433113507, 6.025493244876738, 13.72575281486778]
[-10.32516167618427, 6.895723237805067, 14.44792502016297]
[8.965512181889119, 1.583589638812349, 16.73362887039879]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.227156094144381, -5.617098433392399, 18.1616296931246]
[-3.250085642199486, -7.079722297833853, 17.38438884470555]
[-4.838407711260145, -6.971764048655733, 17.05540433028458]
[-6.926394286847155, -7.152941928152439, 16.24078150692293]
[-9.165399647023413, -7.411153076764475, 14.96571947428882]
[-15.7574193681287, -1.344034734152318, 10.62072528080425]
[-15.94947949311582, 0.9957157718414618, 10.36943363932592]
[-13.68172190419645, 5.341910039495698, 12.13165210786091]
[-11.96541011155014, 6.195041347861291, 13.46673396041901]
[-10.49687254191247, 7.088291104120685, 14.22934629777797]
[-9.541833408288333, 8.05066460114883, 14.3889789314003]
[8.345865719371368, 1.007463926539241, 17.09485425006437]
[8.885098333297353, 1.537723778602988, 16.78073100875989]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.205016565380872, -5.737414336996413, 18.12546583684915]
[-3.216161161830596, -7.237628759803775, 17.32557466049521]
[-4.838254457640164, -7.135432382635341, 16.98762486388148]
[-6.938775314634667, -7.341882509560942, 16.15093366802117]
[-9.195649435234653, -7.609102180775413, 14.84735988203922]
[-16.11405852008237, 0.9112134035807802, 10.11974842298442]
[-13.84293509595533, 5.358733720582418, 11.93983336739091]
[-12.13095311731736, 6.245003308410542, 13.29445035130785]
[-10.64385540324652, 7.139850134319281, 14.09373556635149]
[-9.66454551790148, 8.138643933340127, 14.25698196880099]
[8.301202210793047, 0.9878782337204279, 17.11772877606331]
[8.768881007123236, 1.457800595516758, 16.84885881318448]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.108901791629452, -5.796705123315146, 18.11273161425004]
[-3.118765503372512, -7.329111411956266, 17.30491050673496]
[-4.761078110295279, -7.230721542665664, 16.96912788566631]
[-6.914148971929271, -7.460239099899434, 16.10719952587355]
[-9.178046917575887, -7.746815316257766, 14.7869133775298]
[-16.18648841497615, 0.9124972547782859, 10.00337150923951]
[-13.8758952199742, 5.425823858412211, 11.87107692257876]
[-12.13437376187388, 6.29152264618722, 13.26937135661144]
[-10.64028341410627, 7.224743945469588, 14.05311153410146]
[-9.630991699498168, 8.239376994444298, 14.22178489598333]
[-nan, -nan, -nan]
[8.276327368954163, 0.9562892989616618, 17.1315619853705]
[8.702087381112534, 1.37590263604379, 16.89032466081128]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.118352072819699, -5.686384081172788, 18.14708860182824]
[-3.182106597073417, -7.229264611332236, 17.33535205250246]
[-4.843100605282863, -7.10260544271353, 16.99999624859502]
[-6.991226048033963, -7.311631579234733, 16.14203524946061]
[-9.328254941902109, -7.568407727962317, 14.78530906684738]
[7.811286017576228, 0.1097750528004722, 17.3745290638164]
[-13.50067369290476, -3.285073275025234, 13.0323675291723]
[-14.49829704124349, -0.1925899274573098, 12.35575946770219]
[-13.72085107394168, 5.822270621367157, 11.86346958601397]
[-11.94359931517418, 6.646719947207694, 13.26928970751496]
[-10.39327728355621, 7.55775379491598, 14.06281070350261]
[-9.322318618234423, 8.56959572403167, 14.23231902069294]
[-nan, -nan, -nan]
[8.277851926735485, 0.9589919193790428, 17.1306743001438]
[8.705044852989483, 1.380271643017331, 16.88844410533201]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.196665585580727, -5.740490327795808, 18.12504516608909]
[-3.26438286646371, -7.282533929963816, 17.29771672967458]
[-4.940262705477525, -7.158881337539428, 16.94835456308068]
[-7.097966832950461, -7.351772655747847, 16.0770894647176]
[-9.431803271323481, -7.591707691988111, 14.70746617777719]
[7.80922026368171, 0.1090133268131824, 17.3754624389649]
[-13.5941675727083, -3.253437272481871, 12.94280703399197]
[7.890668937254904, -0.0267464739568562, 17.33894830572983]
[-13.77070875482636, 5.925060729868098, 11.7543071142932]
[-11.96829712751121, 6.76496824421004, 13.18702273155077]
[-10.42164442390061, 7.650656597045726, 13.99140025643832]
[-9.300252527830953, 8.669217593379633, 14.18634798802043]
[-nan, -nan, -nan]
[8.271436928887017, 0.9587096775690043, 17.13378845689358]
[8.113780588970283, 0.7863701469202857, 17.21774336392785]
[8.701807498355629, 1.386560570557009, 16.88959727304764]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.207166475325489, -5.796412150898086, 18.10654178129472]
[-3.281936192500901, -7.350976632805894, 17.2654144859686]
[-4.954159368688905, -7.234065225114833, 16.91233589036169]
[-7.106561479467259, -7.408934714346897, 16.0470237220831]
[-9.475110610121, -7.669934664540349, 14.63888251089047]
[7.809063883727763, 0.1092720388132634, 17.37553109638356]
[-13.64094764643534, -3.315316575684285, 12.87772197673964]
[7.890895135281249, -0.02674334741165052, 17.33884536978642]
[-13.84557450554667, 5.892071880797005, 11.68272466348829]
[-12.03024238658566, 6.762738481625282, 13.13168444447028]
[-10.48353660157046, 7.648460964658735, 13.94629001547094]
[-9.401633874176685, 8.693061711094975, 14.10469633076261]
[-nan, -nan, -nan]
[8.110619415112946, 0.7893651677725453, 17.21909565961872]
[8.270647019510331, 0.965024525360523, 17.13381526526178]
[8.706335732509951, 1.400146448577405, 16.8861424853445]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.317853898789019, -5.869095895995475, 18.07538310700649]
[-3.405098279227249, -7.448702805771592, 17.1995532564103]
[-5.082077969462431, -7.292339194466567, 16.84923655793197]
[-7.250386419197095, -7.474635263430393, 15.95193481841639]
[-9.589246330607818, -7.706766928899708, 14.5449165798413]
[7.803571802424342, 0.1109820198088193, 17.37798751627146]
[-13.75401410478711, -3.256171460479534, 12.77211585545934]
[-14.71567594409624, -0.0876359710759767, 12.09726008007271]
[8.049264757596532, -0.2777294999537916, 17.26368162319295]
[-13.82917941769771, 6.04669789826719, 11.62298331583666]
[-11.98977913134451, 6.889110736720916, 13.10297102335087]
[-10.44365894572935, 7.770593566897524, 13.90864347962727]
[-9.29908192775104, 8.813038389025543, 14.09822434402773]
[-nan, -nan, -nan]
[8.25487240311438, 0.9715229247521906, 17.14105378367916]
[8.09728682274865, 0.7947607532945105, 17.22512123194388]
[8.674681050914057, 1.399424525990278, 16.902485605998]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.305071088088476, -5.982720241284121, 18.03902292169853]
[-3.367146340152991, -7.562004071345015, 17.1575324551334]
[-5.048710853363564, -7.4226359831436, 16.80230620423491]
[-7.225419291399951, -7.604120029939057, 15.90198649960894]
[-9.576471817413854, -7.856008707303491, 14.47331388179811]
[7.798695044707219, 0.1149612070262699, 17.38015073353905]
[-13.75520687546806, -3.373349698007657, 12.74038051347086]
[7.87876919829367, -0.01830616966539517, 17.3443697148144]
[8.03856062243903, -0.2664503920532224, 17.26884614871379]
[-13.9993194997113, 5.989421112399495, 11.44763679906671]
[-12.03627688820513, 6.837165911533252, 13.08753991278067]
[-10.44797670935945, 7.733075624059081, 13.92629972653418]
[-9.301817531607252, 8.791932661702345, 14.10959286020598]
[-nan, -nan, -nan]
[8.093279461553736, 0.7968183234810402, 17.22690941859733]
[8.249269185862905, 0.9716636544505404, 17.14374310475377]
[8.664900038041203, 1.399956003941199, 16.90745783723214]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.424819811231305, -4.441541860395279, 18.36560521152017]
[-1.326963503922847, -6.043446862028665, 18.01717008536837]
[-3.385478036412054, -7.633160215845017, 17.12238019622892]
[-5.079427638073153, -7.48696621651258, 16.76446395630883]
[-7.26107808133484, -7.678197026882534, 15.85006421164062]
[-9.615741463359008, -7.921186630483128, 14.4116209523736]
[7.796271596293023, 0.115676613796865, 17.38123321625526]
[-13.82626151474151, -3.42280463391782, 12.64995655976765]
[7.875320338599483, -0.01729324339303634, 17.34593700288844]
[-14.81696222261876, -0.2016893789648449, 11.97161024624095]
[8.034351360354561, -0.2650745085997729, 17.27082608688013]
[-14.0662441303126, 6.026088933832883, 11.34590358799083]
[-12.08921977033832, 6.890649125564545, 13.01046578615914]
[-10.49883210335831, 7.766142029018337, 13.86953721111876]
[-9.329762215463507, 8.843830427112414, 14.05861658839127]
[-nan, -nan, -nan]
[8.086197869319999, 0.7893764566984394, 17.23057714726396]
[8.239547906306822, 0.9617096835744994, 17.14897853471728]
[8.651276763164599, 1.384375485902569, 16.91571502719173]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.436138467508619, -4.435831873468683, 18.36548733242448]
[-1.31603995881873, -6.02053229375404, 18.02564089641911]
[-3.39367243340959, -7.624357139471807, 17.12468001524411]
[-5.09416650442012, -7.475330986946994, 16.765183991261]
[-7.284069138303638, -7.657072847280981, 15.84973413656661]
[-9.653407383908412, -7.909886670193403, 14.39263418367184]
[7.793835117869812, 0.1143318174110032, 17.38233477962574]
[-13.86666084154277, -3.360679601255469, 12.62236307999931]
[7.872257750613451, -0.01882520238519414, 17.347325543716]
[-14.83946627725602, -0.1255492876316713, 11.94474687812833]
[8.026236265935196, -0.2642503139039, 17.27461152023363]
[-14.04839819839748, 6.117987332125788, 11.31880024840138]
[-12.05270235685563, 6.949637811952869, 13.01297045949624]
[-10.46217246344129, 7.861213276448388, 13.8436546174557]
[-9.298301289247117, 8.930939428288871, 14.0243507536934]
[-nan, -nan, -nan]
[8.243026969349359, 0.9610678617038075, 17.14734250395026]
[8.088321340050546, 0.7879250554569517, 17.22964689153745]
[8.654149327996404, 1.379212941559067, 16.91466733549836]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.353607731390385, -4.490094057739555, 18.36306308869496]
[-1.421602895355041, -6.044051665818493, 18.00974693516916]
[-3.474031920607071, -7.634792372456262, 17.10390445612015]
[-5.19342106825582, -7.488949558390256, 16.7286135743427]
[-7.371974569313109, -7.655669301898136, 15.80971911481591]
[-9.746934656462095, -7.900257312504179, 14.33477238043501]
[7.792878583152063, 0.111766182767473, 17.38278032158951]
[-13.96270976949388, -3.305131556181558, 12.53081566735433]
[7.87137524965793, -0.02227041672590607, 17.34772191694378]
[-14.92247815452953, -0.0556045201082867, 11.84141266340011]
[8.02650722380395, -0.2712777832311159, 17.27437669354666]
[-14.10267883992154, 6.230158041171999, 11.18937354457564]
[-12.11257937630614, 7.073387588206892, 12.89011671319092]
[-10.50259501216544, 7.969028790218738, 13.75109370745115]
[-9.332634019395954, 9.062038022578228, 13.91703665071556]
[-nan, -nan, -nan]
[8.240008249588492, 0.9641778884516372, 17.14861875038729]
[8.086606278036786, 0.7905303923827292, 17.23033257377045]
[8.654073797474728, 1.388563969178554, 16.91394090126132]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.345642956721572, -4.539520847191377, 18.35192659089223]
[-1.41743936126436, -6.104781051523373, 17.98958070578911]
[-3.494736595144302, -7.720999213525461, 17.06093453698532]
[-5.190401159976576, -7.566055145202252, 16.69482091363284]
[-7.375519833465712, -7.735635955999108, 15.76908822799871]
[-9.763081153496675, -7.98801927413977, 14.27502344888476]
[7.793536196171469, 0.1125354498942554, 17.38248052872438]
[-13.9861046188234, -3.395530598617639, 12.4804547010587]
[7.873070866893099, -0.02194104301734717, 17.34695286543174]
[-14.97183862064833, -0.1316969105754631, 11.7783362255035]
[8.028775184586484, -0.2718575523703756, 17.27331359370828]
[-14.19997105605927, 6.200263487503626, 11.08242097614995]
[-12.18122832477708, 7.036562823659404, 12.84550349843644]
[-10.58875595148175, 7.951582756914952, 13.69500197370898]
[-9.41972670334021, 9.055379563886964, 13.86258813455546]
[-nan, -nan, -nan]
[8.235777400190829, 0.9619179733807279, 17.15077795398777]
[8.083241237039447, 0.7894885581949549, 17.23195923046199]
[8.643168219870347, 1.381148931501073, 16.92012324872477]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.361186661458983, -4.530577107997145, 18.35214343389459]
[-1.43310702347429, -6.122311594143869, 17.98238040425906]
[-3.480282754363908, -7.724388763074349, 17.06235476675386]
[-5.201333250235577, -7.566292804450113, 16.69131048232344]
[-7.411097018992021, -7.750652268055198, 15.74501604936554]
[-9.770142558690136, -7.987669499437567, 14.27038718292628]
[7.79152322926481, 0.1122880867870765, 17.38338451376465]
[-14.00336760197309, -3.388843050162904, 12.4629024944181]
[7.870245549484544, -0.02150799315350699, 17.34823542603251]
[-14.99576566072684, -0.09378148476288378, 11.74822187744518]
[8.023732080916478, -0.2704713636609621, 17.2756785318294]
[-14.20422424686878, 6.242413889782805, 11.05327021172069]
[-12.17541004538437, 7.09302648537726, 12.81994015214151]
[-10.57860597671294, 8.003315943003221, 13.6726928403268]
[-nan, -nan, -nan]
[-9.388109693925571, 9.107027840897828, 13.85019639860507]
[-nan, -nan, -nan]
[8.086476882386883, 0.7859689200429156, 17.23060197692898]
[8.241194169420281, 0.9574482414694476, 17.14842591979859]
[8.656056587888919, 1.379758898940634, 16.91364684886317]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[2.300112533030134, -4.528239060553877, 18.36047475818291]
[-1.466646105631287, -6.073583178440096, 17.9961950582729]
[-3.550094009727721, -7.688859147687351, 17.06401996978203]
[-5.283367887768942, -7.533328655831163, 16.68045212593847]
[-7.456274432248398, -7.676848811726245, 15.75983705223173]
[-9.836381821320991, -7.911691063061117, 14.26720845813451]
[7.791586080995113, 0.1104032257053065, 17.38336841553435]
[-14.04946259630279, -3.29075979373107, 12.43728269096799]
[7.870205928795831, -0.02461390390768065, 17.34824927173003]
[-14.99732628332723, -0.007028493879155218, 11.74660184698946]
[8.024250918485041, -0.2753082765353277, 17.27536114094472]
[-14.16517586278918, 6.323584546135707, 11.05724067134872]
[-12.12918655962918, 7.179411572315932, 12.81566942757994]
[-10.53557006864137, 8.057325432609218, 13.67420089810651]
[-9.343652889762367, 9.162973239611139, 13.84335841065331]
[-nan, -nan, -nan]
[8.268874253230623, 0.9603743962273936, 17.13493214469583]
[8.109908433722882, 0.7852701877754857, 17.21961776372581]
[8.700187112698472, 1.390091215325858, 16.89014181755468]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.428135118797246, -5.914970317558543, 18.0520374535635]
[-3.517922237414035, -7.488948932121055, 17.15932303511973]
[-5.184541774044548, -7.324263772041, 16.80411219882665]
[-7.367278607731822, -7.487538329994442, 15.89221430993558]
[-9.727644985742099, -7.704344272764994, 14.45401336508584]
[7.802173628672006, 0.1079341830191838, 17.37863449411924]
[7.88270439189272, -0.0286698454491971, 17.34256755817884]
[-14.81403059927437, -0.006673195740250659, 11.97693420171545]
[-16.49109177502951, 1.569368272486504, 9.406565541836539]
[8.047498006921161, -0.2853843492139235, 17.2643804291328]
[-13.88147046871868, 6.158458016932212, 11.50133350876213]
[-12.056128567329, 7.006643362992304, 12.97918382456577]
[-10.47543917092842, 7.897011091227144, 13.81321432546437]
[-9.338302062206672, 8.959207409931409, 13.97967156913269]
[-nan, -nan, -nan]
[8.739964071012041, 1.323081165136272, 16.87498101533392]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-nan, -nan, -nan]
[-1.155279044976621, -5.309311658953618, 18.25867027021237]
[-3.299857837337128, -6.78708851797417, 17.4913941040315]
[-4.891325411125051, -6.630664796904335, 17.17590521846159]
